"id","text","section_code","section_name","source_version","source_scope","kind","tone","rarity","char_count","skill","mental","money","ai"
"735","你让 AI 帮你复盘错误，而不是替你宣布胜利。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","resonant","common","23","2","-3","0","6"
"736","你给老同学发了消息，发现大家都在不同版本里掉帧。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","24","0","5","0","0"
"737","你约了咖啡，不聊内推，只聊最近怎么活。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","19","0","5","0","0"
"738","你在社区认真回了一条经验，比潜水焦虑更有用。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","resonant","common","22","0","5","0","0"
"739","你发现人脉不是联系人数量，是关键时刻有人说实话。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","resonant","common","24","0","5","0","0"
"740","你把求助写得具体，陌生人也更愿意接力。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","resonant","common","19","0","5","0","0"
"741","你没有强行扩圈，只恢复了两个老朋友的连接。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","21","0","5","0","0"
"742","技术群里没人万能，但有人刚好踩过同一个坑。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","21","0","5","0","0"
"743","你把“我很焦虑”说出口，群里突然安静地认真起来。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","sharp","uncommon","24","0","5","0","0"
"744","你参加线下活动，最大的收获是发现别人也会迷路。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","23","0","5","0","0"
"745","你学会不把每次聊天都变成职业规划会。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","resonant","common","18","0","5","0","0"
"746","你给前同事发了近况，没有附简历，关系反而自然。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","23","0","5","0","0"
"747","你在饭局上忍住没讲微服务，社交稳定性提升。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","wry","common","21","0","5","0","0"
"748","你把社区发言从炫技改成复盘，回复质量明显变高。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","resonant","common","23","0","5","0","0"
"749","你发现最有用的建议，常常来自同段位的幸存者。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","sharp","uncommon","22","0","5","0","0"
"750","你没有认识大佬，但认识了一个愿意互相督促的人。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","23","0","5","0","0"
"751","你把人际关系当低频维护，不等报错才登录。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","20","0","5","0","0"
"752","副业计划第一页，你先写了“不牺牲睡眠”。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","resonant","common","20","2","-4","4","0"
"753","你把副业拆成 15 分钟任务，终于不再只在周末幻想。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","resonant","common","26","2","-4","4","0"
"754","你没有裸辞，只给未来开了一个低速实验分支。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","resonant","common","21","2","-4","4","0"
"755","副业最先上线的功能，是算清楚每月成本。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","sharp","uncommon","19","2","-4","4","0"
"756","AI 写得越快，你越要慢点看。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","15","2","-3","0","6"
"757","省下的键盘声，补在 review 里。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","19","2","-3","0","6"
"758","你能用 AI，是因为你还懂系统。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","resonant","common","16","2","-3","0","6"
"759","KPI 开始统计 AI 行数，质量开始假装路过。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","24","2","-3","0","6"
"760","不懂代码时，AI 的自信最像陷阱。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","17","2","-3","0","6"
"761","机器人负责产量，人类负责尴尬。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","15","2","-3","0","6"
"762","今天不是写代码，是给模型补上下文。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","17","2","-3","0","6"
"763","只看生成结果，手感会悄悄生锈。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","15","2","-3","0","6"
"764","管理层看见加速，你看见返工。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","14","2","-3","0","6"
"765","让 AI 干杂活，别让它替你判断。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","resonant","common","17","2","-3","0","6"
"766","代码像是对的，风险像是新的。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","14","2","-3","0","6"
"767","提示词写顺了，锅也接顺了。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","13","2","-3","0","6"
"768","AI PR 不披露，维护者先过敏。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","17","2","-3","0","6"
"769","以前怕不会写，现在怕太会生成。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","15","2","-3","0","6"
"770","护栏不是减速带，是保命绳。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","resonant","common","13","2","-3","0","6"
"771","公司买了工具，你买了更多怀疑。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","15","2","-3","0","6"
"772","AI 加速了提交，也加速了你的眼干。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","18","2","-3","0","6"
"773","agent 能改文件，不能替你拥有后果。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","20","2","-3","0","6"
"774","你不是不用 AI，你是在给 AI 做监护人。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","22","2","-3","0","6"
"775","真正的提效，是少造未来的坑。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","resonant","common","14","2","-3","0","6"
"776","review 的瓶颈，从来不在滚轮速度。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","20","2","-3","0","6"
"777","PR 越长，大家越擅长已读不回。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","wry","common","16","0","7","0","0"
"778","自动 review 可以提醒，不能宣判安全。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","22","2","-3","0","6"
"779","评审像沟通课，代码只是教材。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","resonant","common","14","0","5","0","0"
"780","看完三百行 diff，我先 review 一下人生。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","wry","common","26","0","7","0","0"
"781","机器挑小错，人类背大锅。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","12","2","-3","0","6"
"782","说清为什么，比说不行更难。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","13","0","5","0","0"
"783","低上下文贡献，会把好心变成噪音。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","16","2","-3","0","6"
"784","LGTM 有时不是同意，是没力气了。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","sharp","uncommon","18","0","7","0","0"
"785","好 review 先保护关系，再保护代码。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","resonant","common","21","0","5","0","0"
"786","核心项目里，信任比补丁更稀缺。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","sharp","uncommon","15","2","-3","0","6"
"787","“小改动”三个字，常常最不可信。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","wry","common","16","0","7","0","0"
"788","你改的是变量名，他听见的是人格审判。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","wry","common","18","0","5","0","0"
"789","AI 帮你开 PR，也帮别人制造排队。","S","AI学习与工具焦虑","2026-06-18-round8","round8-community-extension","learning","wry","common","19","2","-3","0","6"
"790","今天的 review 目标：别把脾气提交上去。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","sharp","uncommon","23","0","7","0","0"
"791","告警一响，晚饭自动进入回滚状态。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","sharp","uncommon","16","3","-10","2","0"
"792","on-call 不是轮班，是睡眠抽奖。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","sharp","uncommon","19","3","-10","2","0"
"793","没有 runbook 的夜晚，谁都像新人。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","sharp","uncommon","21","3","-10","2","0"
"794","误报多了，真故障也开始讲狼来了。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","wry","common","16","3","-10","2","0"
"795","事故结束了，身体还在值班。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","sharp","uncommon","13","0","7","0","0"
"796","同一个告警反复响，是系统在写辞职信。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","sharp","uncommon","18","3","-10","2","0"
"797","复盘写得很冷静，凌晨一点并不是。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","wry","common","16","3","-10","2","0"
"798","值完班的人，第二天不该假装满血。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","gentle","common","16","0","7","0","0"
"799","好的排班，先承认人要睡觉。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","resonant","common","13","3","-10","2","0"
"800","最怕不是红灯，是没人知道该看哪盏。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","sharp","uncommon","17","3","-10","2","0"
"801","指标很稳定，直到用户替你报警。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","wry","common","15","3","-10","2","0"
"802","burnout 不是突然来的，是一页页告警攒的。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","sharp","uncommon","24","0","7","0","0"
"803","事故流程不清，群聊就会变成控制台。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","sharp","uncommon","17","3","-10","2","0"
"804","回滚按钮像电梯关门键，按了才安心。","S","加班、通勤与生活边界","2026-06-18-round8","round8-community-extension","event","wry","common","17","3","-10","2","0"
"805","先恢复服务，再恢复心跳。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","resonant","common","12","0","7","0","0"
"806","开源不是免费客服，更不是 AI 垃圾桶。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","sharp","uncommon","20","2","-4","4","0"
"807","贡献前先披露来源，别把风险塞给维护者。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","sharp","uncommon","19","2","-4","4","0"
"808","维护者缺的不是 issue，是安静。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","sharp","uncommon","18","0","7","0","0"
"809","低质量 PR 越礼貌，越难直接关门。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","wry","common","18","2","-4","4","0"
"810","尊重项目边界，也是贡献的一部分。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","resonant","common","16","2","-4","4","0"
"811","业余维护项目，专业消耗情绪。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","wry","common","14","0","7","0","0"
"812","没跑测试的热情，最后会变成别人的劳动。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","sharp","uncommon","19","2","-4","4","0"
"813","社区要留下人，先别把人当队列处理器。","S","社交、家庭与边界","2026-06-18-round8","round8-community-extension","life","gentle","common","18","0","5","0","0"
"814","AI 生成的善意，也可能像敲门推销。","S","副业、独立开发与现金流","2026-06-18-round8","round8-community-extension","life","wry","common","18","2","-4","4","0"
"815","人力债不还，项目也会欠到停摆。","S","生活、健康与恢复","2026-06-18-round8","round8-community-extension","health","sharp","uncommon","15","0","7","0","0"
"816","系统提示：你已经下班，但脑内工单还在排队。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"817","今晚的下班，只是把办公软件切到静音。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","18","0","5","0","0"
"818","你按了离开，后台却还在回放同事的最后一句。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"819","收工成功，精神却还在等下一个群消息。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","wry","common","18","0","5","0","0"
"820","休息区已开放，工作线程仍在偷偷占位。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","resonant","common","18","0","5","0","0"
"821","这不是加班，是下班后继续处理遗留情绪。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"822","你人到家了，需求还在客厅里开会。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","16","0","5","0","0"
"823","本日任务结束，注意力却没完成签退。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","wry","common","17","0","5","0","0"
"824","夜色已经刷新，你的脑子还在追着需求跑。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"825","下班键按下了，后台日志却还亮着。","T","下班后","2026-06-18-round9-life","round9-life-extension","life","resonant","common","16","0","5","0","0"
"826","睡眠条已见底，系统却还在弹出未读提醒。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","wry","common","19","0","8","0","0"
"827","你不是失眠，是大脑在夜里重放白天的编译错误。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","sharp","uncommon","22","0","8","0","0"
"828","今晚的觉，像一个迟迟不肯提交的分支。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","wry","common","18","0","8","0","0"
"829","你躺下了，身体想关机，脑子想续跑。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","wry","common","17","0","8","0","0"
"830","休眠模式启动失败，原因是明天的压力先上线了。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","resonant","common","22","0","8","0","0"
"831","补觉不是奖励，是这个角色的基础维护。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","wry","common","18","0","8","0","0"
"832","熬夜之后，第二天的你像没加载完的资源包。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","sharp","uncommon","20","0","8","0","0"
"833","你的梦还没开始，闹钟先来抢跑。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","wry","common","15","0","8","0","0"
"834","关灯之后，思绪仍在继续滚动。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","wry","common","14","0","8","0","0"
"835","睡眠不足不是状态，它是连续掉帧。","T","睡眠","2026-06-18-round9-life","round9-life-extension","health","resonant","common","16","0","8","0","0"
"836","地铁把你送到公司，也顺手吞掉了半条命。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"837","通勤路上最稳定的，就是每天都在扣血。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","18","0","5","0","0"
"838","你在车厢里站稳了，今天的精力却没站稳。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"839","路程不长，但足够把早晨打成碎片。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","wry","common","16","0","5","0","0"
"840","上班前的移动，像给白天先交一笔过路费。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","resonant","common","19","0","5","0","0"
"841","通勤结束时，人到了，续航也差不多见底了。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","wry","common","20","0","5","0","0"
"842","这段路的意义，就是把你的清醒值按分钟兑换掉。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","22","0","5","0","0"
"843","不是你走得慢，是城市在用通勤吃掉你的余量。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"844","你每天都出发得很早，抵达得很疲惫。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","wry","common","17","0","5","0","0"
"845","这条路线的隐藏费用，叫精神折损。","T","通勤","2026-06-18-round9-life","round9-life-extension","life","resonant","common","16","0","5","0","0"
"846","伴侣想聊天时，你却还在给消息排优先级。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"847","你以为在处理需求，家人只看见你一直不在场。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","21","0","5","0","0"
"848","约会安排和排期表打架，输的一般是感情。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"849","回家之后，最难修复的不是代码，是气氛。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"850","你把耐心分给了线上会议，留给家人的只剩残响。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","resonant","common","22","0","5","0","0"
"851","亲密关系不是阻塞队列，但你老把它排到最后。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"852","该回消息的时候，你在回工单。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","14","0","5","0","0"
"853","你不是冷淡，是常把情绪留到周末再处理。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"854","家里也需要版本更新，只是没人给它发公告。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","wry","common","20","0","5","0","0"
"855","爱情和加班一起争资源，系统一般不会帮你平衡。","T","家庭/恋爱","2026-06-18-round9-life","round9-life-extension","life","resonant","common","22","0","5","0","0"
"856","你的颈椎已经多次提醒，只是你一直点了稍后。","T","健康","2026-06-18-round9-life","round9-life-extension","health","wry","common","21","0","8","0","0"
"857","久坐把你磨成了静态素材，身体却想重新渲染。","T","健康","2026-06-18-round9-life","round9-life-extension","health","sharp","uncommon","21","0","8","0","0"
"858","体检报告一出来，像是给你的角色发了异常通告。","T","健康","2026-06-18-round9-life","round9-life-extension","health","wry","common","22","0","8","0","0"
"859","你不是不想运动，是每天剩下的电量只够回家。","T","健康","2026-06-18-round9-life","round9-life-extension","health","wry","common","21","0","8","0","0"
"860","这具身体跑的不是长线，是被迫透支的短冲刺。","T","健康","2026-06-18-round9-life","round9-life-extension","health","resonant","common","21","0","8","0","0"
"861","熬夜、外卖、久坐，正在把你的血条慢慢磨薄。","T","健康","2026-06-18-round9-life","round9-life-extension","health","wry","common","21","0","8","0","0"
"862","身体的告警灯已经亮了，只是你习惯性忽略。","T","健康","2026-06-18-round9-life","round9-life-extension","health","sharp","uncommon","20","0","8","0","0"
"863","别把疲惫当常态，它不是系统默认设置。","T","健康","2026-06-18-round9-life","round9-life-extension","health","wry","common","18","0","8","0","0"
"864","你现在最缺的，不是鸡汤，是一次真正离屏。","T","健康","2026-06-18-round9-life","round9-life-extension","health","wry","common","20","0","8","0","0"
"865","健康不是加分项，它是这场模拟的存档条件。","T","健康","2026-06-18-round9-life","round9-life-extension","health","resonant","common","20","0","8","0","0"
"866","工资到账的第一秒，房租和外卖就开始分流。","T","消费","2026-06-18-round9-life","round9-life-extension","life","wry","common","20","0","5","0","0"
"867","你以为自己在消费，实际上是在给生活交维护费。","T","消费","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","22","0","5","0","0"
"868","每月支出里最顽固的，不是买东西，是图省事。","T","消费","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"869","省钱失败不一定是乱花，可能只是城市太会收费。","T","消费","2026-06-18-round9-life","round9-life-extension","life","wry","common","22","0","5","0","0"
"870","账单一拉开，才知道真正吃钱的是碎片日常。","T","消费","2026-06-18-round9-life","round9-life-extension","life","resonant","common","20","0","5","0","0"
"871","你不是突然穷了，是隐形项目一直在扣款。","T","消费","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"872","点一次外卖，像给时间和钱包同时刷卡。","T","消费","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","18","0","5","0","0"
"873","真正的消费冲动，常常伪装成“今天太累了”。","T","消费","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"874","工资刚落袋，就被房租、通勤和情绪税切走。","T","消费","2026-06-18-round9-life","round9-life-extension","life","wry","common","20","0","5","0","0"
"875","你花出去的不是钱，是给自己争取一点省事。","T","消费","2026-06-18-round9-life","round9-life-extension","life","resonant","common","20","0","5","0","0"
"876","搬家不是换个房间，是把整个生活栈重新部署。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"877","你搬的不是箱子，是所有没整理完的日常。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","19","0","5","0","0"
"878","每次换住处，都像给人生做一次冷迁移。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","wry","common","18","0","5","0","0"
"879","新地址到手，熟悉感还要慢慢同步。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","wry","common","16","0","5","0","0"
"880","搬家最累的部分，不是体力，是重新适应一切。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","resonant","common","21","0","5","0","0"
"881","你终于找到更近的房子，却发现心还落在旧楼里。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","wry","common","22","0","5","0","0"
"882","收纳箱打开之前，谁都不知道生活有多分散。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","20","0","5","0","0"
"883","搬走的那天，连疲惫都得打包。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","wry","common","14","0","5","0","0"
"884","新家还没成型，旧习惯已经先住进来了。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","wry","common","18","0","5","0","0"
"885","房子换了，通勤和情绪还是要重新配平。","T","搬家","2026-06-18-round9-life","round9-life-extension","life","resonant","common","18","0","5","0","0"
"886","远程办公开启后，你的卧室成了临时总部。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"887","会议能开，边界却开始自动融化。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","15","0","5","0","0"
"888","你省下了通勤，却把工作请进了客厅。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","wry","common","17","0","5","0","0"
"889","在家上班的难点，不是连不上网，是下不了线。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"890","工位没有了，桌子却长出了新的职责。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","resonant","common","17","0","5","0","0"
"891","远程协作很自由，前提是你能管住自己。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","wry","common","18","0","5","0","0"
"892","家里的每个角落，都有可能突然变成会议室。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","20","0","5","0","0"
"893","你以为在家更轻松，其实只是换了种方式保持在线。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","wry","common","23","0","5","0","0"
"894","远程办公最真实的副作用，是生活失去隔板。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","wry","common","20","0","5","0","0"
"895","你离公司很远了，但和任务的距离并没有变大。","T","远程办公","2026-06-18-round9-life","round9-life-extension","life","resonant","common","21","0","5","0","0"
"896","宠物盯着你敲键盘的样子，像在审核你的产出。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"897","它一跳上桌，你的专注度就被强制重置。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","18","0","5","0","0"
"898","猫狗陪伴很治愈，前提是它们别踩到你的快捷键。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","wry","common","22","0","5","0","0"
"899","你在写代码，它在判断你什么时候该起身。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"900","宠物是最懂你作息的干扰源，也是最硬的陪跑员。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","resonant","common","22","0","5","0","0"
"901","它看起来在陪你，其实一直在占用你的注意力。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"902","给宠物喂食像在给自己的夜班排一个小插曲。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","20","0","5","0","0"
"903","你以为在照顾它，实际上是它在督促你离屏。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","wry","common","20","0","5","0","0"
"904","宠物的存在感很高，高到能打断一次完整的思路链。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","wry","common","23","0","5","0","0"
"905","它不懂需求文档，但很懂你什么时候该休息。","T","宠物","2026-06-18-round9-life","round9-life-extension","life","resonant","common","20","0","5","0","0"
"906","你说只打一局，结果天亮前又多开了三关。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"907","游戏是解压工具，也是最会偷走睡眠的怪物。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","20","0","5","0","0"
"908","今天的奖励机制很简单：过关，或者继续上头。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"909","本来想用游戏放空，最后却把疲惫加倍保存。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","wry","common","20","0","5","0","0"
"910","屏幕里的升级很快，现实里的电量却掉得更快。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","resonant","common","21","0","5","0","0"
"911","你在副本里找回手感，却把明天的精神提前花掉了。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","wry","common","23","0","5","0","0"
"912","游戏时间一延长，第二天的注意力就开始欠账。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","21","0","5","0","0"
"913","关掉客户端之前，你总觉得还能再赢一把。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"914","不是你贪玩，是现实的回报机制太低。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","wry","common","17","0","5","0","0"
"915","解压完成后，往往只剩更晚的睡觉时间。","T","游戏","2026-06-18-round9-life","round9-life-extension","life","resonant","common","18","0","5","0","0"
"916","周末恢复模式已开启，但体力条只够做一件事。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"917","你把周末当回血包，结果它先被待办占满。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","19","0","5","0","0"
"918","真正的休息不是躺平，是把耗损先停下来。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"919","周六早上醒来，身体想补救，精神想逃避。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","wry","common","19","0","5","0","0"
"920","这个周末原本用于恢复，后来被家务和补觉分流。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","resonant","common","22","0","5","0","0"
"921","你需要的不是更满的日程，而是更少的消耗。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","wry","common","20","0","5","0","0"
"922","周末的价值，不在于产出，而在于把自己修回来。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","sharp","uncommon","22","0","5","0","0"
"923","一到休息日，所有被压住的疲惫开始集体冒头。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","wry","common","21","0","5","0","0"
"924","你以为能在两天内恢复满格，其实只是把欠账延后。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","wry","common","23","0","5","0","0"
"925","周末不是额外战斗力，它是返航窗口。","T","周末恢复","2026-06-18-round9-life","round9-life-extension","life","resonant","common","17","0","5","0","0"
