action_id,name,primary_category,subcategory,duration_months,mental,health,burnout,cash,tech_xp,ai_xp,reputation_xp,relation,identity,focus,fatigue,boundary_score,stress_level,repeat_key,cooldown_months,requirement,risk_label,benefit_label,real_world_logic,source_name,source_url,confidence
R2705,戒一次性外卖 (>5 次/周),recovery,nutrition,1,1,4,0,-0.5,0,0,0,0,1,0,0,1,0,nutrition,0,可做饭,准备耗时,代谢稳态,GBD 2017 Diet Lancet + 中国居民膳食指南 2022：外卖高盐高油与 BMI 升高、胰岛素抵抗加速相关；每周外卖 >5 餐者代谢综合征风险升高 1.5 倍。,中国居民膳食指南 2022,https://www.chinanutri.cn/yyjkzx/yyzhuanti/202203/t20220314_257561.html,high
W2201,Workplace 学会拒绝低价值会议,career,deep_work,1,3,0,1,0,2,0,1,-1,3,5,1,2,0,deep_work,0,有判断力,得罪人风险,时间回收,Perlow 2017 HBR：拒绝 50% 的非关键会议可恢复约 8h/周专注时间；用 4 问（目标/决策/必备/可异步）剔除。,Perlow 2017 HBR Beating the Trap of Useless Meetings,https://hbr.org/2017/09/the-meeting-manifesto,medium
J2101,维护个人作品集网站,career,visibility,1,2,0,2,-0.1,3,0,4,1,4,1,1,2,0,portfolio,0,可建站,持续投入,被动曝光,Stack Overflow 2024 调研：有个人作品集网站的开发者面试通过率比纯 LinkedIn 简历高约 25%；是 P5+ 岗位面试加分项。,Stack Overflow Developer Survey 2024,https://survey.stackoverflow.co/2024/,medium
G2401,写月度技术月报,growth,foundations,0,2,0,2,0,3,0,3,1,4,1,1,2,0,writing,0,无,写作疲劳,复盘+品牌,复盘研究（Klein 2017 Sources of Power）：结构化复盘能将下一次决策质量提升约 30%；月报是低成本高密度复盘。,Klein 2017 Sources of Power Naturalistic Decision Making,https://www.psychologytoday.com/,medium
W2301,做 Onboarding 导师 1 次/月,career,visibility,1,2,0,1,0,2,0,3,4,4,1,1,2,0,mentoring,0,有新人,时间投入,管理与影响力,Google re:Work 2018：担任 Onboarding 导师 6 个月以上的员工晋升率比无导师经验者高 28%；沟通与影响力是可观察信号。,Google re:Work Onboarding Research,https://rework.withgoogle.com/,medium
W2401,做跨部门项目,career,visibility,3,1,0,4,2.0,3,0,3,5,4,2,2,4,1,cross_functional,0,可协调,政治风险,影响力放大,Harvard Business Review 2022 跨部门协作研究：完成 1 个跨部门项目后员工的横向影响力评分平均提升 35%。,HBR 2022 Cross Functional Collaboration,https://hbr.org/,medium
RS2501,教家人基本数字安全,relationship_safety,family,0,1,0,-1,0,0,0,0,4,1,0,1,2,0,family_safety,0,有耐心,单向付出,代际安全网,FTC 2024 Consumer Sentinel Network：60+ 人群在网络诈骗中损失占比最大；教父母识别钓鱼链接/陌生电话能显著降低家庭财务风险。,FTC 2024 Consumer Sentinel Report,https://www.ftc.gov/,medium
RS2502,建立家庭 Git/共享文档,relationship_safety,life_admin,0,1,0,0,0,0,0,0,4,1,0,0,1,0,life_admin,0,可数字工具,启动成本,知识传承,Adobe 2024 Future of Work：家庭共享知识库（密码/遗嘱/财务/医疗）能将紧急情况下的家庭响应时间从 24h 降到 2h。,Adobe 2024 Future of Work,https://www.adobe.com/content/dam/cc/en/future-of-work.html,medium
W2501,晋升到下一级别,career,job_search,12,3,0,4,8.0,5,1,5,0,6,4,5,5,1,promotion,0,在职,绩效压力,现金+权威,Stack Overflow 2024 Survey：SDE II→III 平均年薪差约 30-50%；LinkedIn 2024 Workforce Report：内部晋升者 5 年留存率显著高于外部跳槽者。,Stack Overflow Developer Survey 2024,https://survey.stackoverflow.co/2024/,medium
R006,洗澡泡澡,recovery,body_repair,0,2,3,-2,0,0,0,0,1,0,1,-3,4,0,body_repair,0,无,耗水时间,物理放松,热水 15 分钟提升副交感神经张力并降低皮质醇，立竿见影恢复精神但收益时间窗短，需要成本约束（用水/燃气）。,经验归纳,,low
R007,按摩推拿,recovery,body_repair,0,4,5,-4,-1.5,0,0,0,1,1,2,-6,5,0,body_repair,0,可支配收入,金钱成本,肌肉修复,对长期久坐程序员颈肩腰背劳损效果好，单次 300-500 元，按月计 1500 元有显著现金流压力，需评估真实身体收益。,经验归纳,,low
R009,独处放空 15 分钟,recovery,mind_repair,0,4,1,-3,0,0,0,0,-3,3,2,-2,6,0,mind_repair,0,无,机会成本,情绪稳定,短时冥想可降低杏仁核反应、提升前额叶调控能力，但需要从刷手机切走注意力，对'随时在线'型人格阻力极大。,经验归纳,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6603626/,medium
G002,写技术博客,growth,portfolio,1,2,0,3,0,5,1,4,0,5,4,5,4,1,writing,0,有可写主题,占时间,建立品牌,写作是慢反馈技能，前 6 个月几乎看不到直接回报，但持续一年后对求职跳槽、咨询机会的撬动作用非常显著。,经验归纳,,low
G003,规律健身 3 次/周,growth,body_repair,1,5,8,-4,-0.5,0,0,0,2,4,4,4,5,1,fitness,0,可支配时间,时间投入,体力提升,WHO 2020 指南建议成人每周 150-300 分钟中等到较大强度活动 + 2 次力量训练，3 次健身卡门槛最低且对抑郁症状缓解有中等效应量。,WHO 2020 体力活动指南 + Lancet 2018 Stubbs,https://www.thelancet.com/journals/lanpsy/article/PIIS2215-0366(18)30291-X/fulltext,high
G005,学专业课,growth,foundations,1,2,0,4,-0.2,8,2,1,0,4,8,6,1,1,study,0,能坐下读书,占精力,技能跃迁,系统学一门硬课能在 3-6 个月内显著拉开与同龄人差距，但要求连续 4-8 周的高强度专注，与加班冲突时极易中断。,经验归纳,,low
G007,学习 AI 工具链,growth,ai_tools,1,3,0,2,-0.1,3,10,1,1,5,4,3,4,0,ai_tools,0,会用 Python,迭代太快,AI 加持,Copilot/Claude/Agent 等工具熟练使用后可减少 30-40% 样板代码时间，但工具迭代极快，3 个月不学就落后版本。,GitHub Copilot 官方研究 + 经验归纳,https://github.blog/news-insights/research/research-quantifying-github-copilots-impact-on-developer-productivity-and-happiness/,medium
J005,通过内推求职,career,network,1,-1,0,1,0,0,0,2,3,1,1,2,2,1,network,0,有可推荐朋友,社交消耗,绕过简历筛,内推跳过 HR 初筛并显著提升面试率，但需要平时维护人脉；长期不联系临时找朋友推荐成功率很低。,经验归纳,,low
J007,维护在线简历,career,visibility,1,0,0,1,0,0,0,3,1,3,0,1,2,0,visibility,0,有 GitHub 账号,持续维护,被动曝光,持续更新的 LinkedIn/GitHub 是被动求职通道，6 个月以上简历活跃能让猎头/HR 主动找上门。,经验归纳,,low
W001,写业务代码 8h,career,daily_work,1,1,-2,4,15.0,6,0,0,-1,2,4,5,-3,2,daily_work,0,在职,重复消耗,现金稳定,业务代码产出可量化、收入稳定，但长期重复会消耗技术激情，与'CRUD 程序员'陷阱直接相关。,经验归纳,,low
W003,排查线上故障,career,daily_work,1,-3,-1,6,0,4,0,1,0,2,5,6,-3,3,incident,0,oncall,高压,救火能力,故障排查是 oncall 必备技能，长期反复触发同一类故障说明架构债严重；但 1 次大病往往能换取架构改进资源。,经验归纳,,low
W007,深度工作 4 小时,career,deep_work,1,4,0,3,0,6,1,2,0,4,9,-2,6,1,deep_work,0,无打扰环境,进入门槛高,高质量产出,Cal Newport 深度工作研究表明 4 小时不打断是技术性工作最高产出的时间块，但需要切割通知并拒绝会议，易被工作流击穿。,经验归纳,https://www.calnewport.com/books/deep-work/,medium
W008,做内部分享,career,visibility,1,2,0,3,0,3,0,4,1,4,2,3,3,1,visibility,0,有题材,准备耗时,技术影响力,30 分钟分享需 5-10 小时准备，但能快速建立技术品牌并锻炼表达力；对晋升/跳槽材料积累非常划算。,经验归纳,,low
I004,做独立 SaaS,income,second_curve,6,-3,0,8,-3.0,8,3,4,-2,5,-3,4,3,2,saas,0,有 MVP 能力,沉默周期长,潜在复利,独立开发者收入曲线极右偏，99% 项目零收入但头部项目可月入几万；前提是先做出 MVP 并跑通付费。,经验归纳,https://www.indiehackers.com/,medium
I008,维护开源项目,income,second_curve,1,1,0,2,-0.5,6,2,5,2,4,-1,2,2,1,oss,0,有技术深度,赞助收益低,技术名片,99% 开源项目 GitHub Sponsors 月收入 < 100 美元，但维护良好的项目对求职/咨询/技术谈判溢价巨大。,经验归纳,https://github.com/sponsors,medium
RS001,联系老朋友聊天,relationship_safety,friendship,1,3,0,-2,-0.2,0,0,0,4,1,0,1,3,0,friendship,0,无,维护成本,情感支持,朋友关系需要 6 个月以上不联系就开始衰减，主动联系 1 次通话约 30-60 元餐饮/咖啡成本可维持关系。,经验归纳,https://journals.sagepub.com/doi/10.1177/1088868313504492,medium
RS002,家庭聚会,relationship_safety,family,1,2,1,1,-1.5,0,0,0,6,2,-1,3,2,1,family,0,有家庭,代际摩擦,归属感,家庭聚会单次差旅+礼品约 1000-3000 元，能显著提升归属感和身份认同；但高频摩擦的亲戚关系消耗心力。,经验归纳,,low
RS003,参加技术 Meetup,relationship_safety,network,1,2,0,1,-0.1,1,0,2,3,1,1,2,1,0,network,0,本地有社区,社交消耗,拓宽人脉,每月 1 次线下 Meetup 投入 100-300 元，能扩宽弱关系并带来潜在跳槽/合作机会，但内向者成本较高。,经验归纳,,low
